Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Historisk plats_translated,Omnämns i katalog_translated,Förvärvsmetod_translated,Fyndplats_translated,Arkeologisk kontext_translated,Kontextnamn_translated,Undersökare_translated,Undersökningsår_translated,Storlek_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Sköld,22718_HST,31056.0,Fyndnummer: 2,Brons,"Hillersta, Äsköping",L1984:2193,Julita socken,Södermanland,Sverige,Rund stensättning,A8,Historiska museet,Sköld - 23,https://samlingar.shm.se/object/162D40CA-78AA-4E1A-B227-BE0BFCE76987,Vapen  Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,22718_HST,,31056.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=31056,,1978.0,"Plats: Hillersta, Äsköping, Fornlämning: L1984:2193, Socken: Julita socken, Kommun: Katrineholm kommun, Landskap: Södermanland, Land: Sverige",Rund stensättning: A8,,,,Längd 35 mm  Tjocklek 7 mm  Längd 35 mm  Tjocklek 7 mm,,59.1453169,16.0686917,46.3144754,11.0480288,shield,22718_HST,Funny number: 2,Bronze,"From Hiller, Äsköping",L1984:2193,Julita Parish,Södermanland,Sweden,Round stone setting,A8,Weapons Weapons and armor Archaeological collection,800 – 1100,Viking age,22718_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=31056,,"Place: Hillersta, Äsköping, Ancient remains: L1984:2193, Parish: Julita parish, Municipality: Katrineholm municipality, Landscape: Södermanland, Country: Sweden",Round paving: A8,,,,Length 35 mm Thickness 7 mm Length 35 mm Thickness 7 mm,800,1100,,35.0,7.0,,,
Pilspets,106521_HST,34000.0,Undernummer: Bj 977,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,977,Historiska museet,Pilspets - 24,https://samlingar.shm.se/object/7843765A-36A6-4F6B-940C-4BF8895ACF03,Vapen och rustningar  Arkeologisk samling,17.0,800 – 1100,Vikingatid,106521_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 977",Bj 977,"Stolpe, Hjalmar",1881,,,,,,,Pilspets,106521_HST,Subnumber: Bj 977,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,977,Weapons and armor Archaeological collection,800 – 1100,Viking age,106521_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Grave, Mound: 977",Bj 977,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Svärd,106738_HST,20263.0,FID: 106738,Järn,Broa,L1976:1548,Halla socken,Gotland,Sverige,,,Historiska museet,Svärd - 25,https://samlingar.shm.se/object/41252011-0F47-4F96-BB12-AA6836FB91C6,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,106738_HST,,20263.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20263,,1933.0,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,39.2664318,-7.3585057,46.3144754,11.0480288,Sword,106738_HST,FID: 106738,Iron,Broa,L1976:1548,Halla Parish,Gotland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,106738_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20263,,"Place: Broa, Ancient site: L1976:1548, Parish: Halla parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,800,1100,,,,,,
Tveeggat svärd,107078_HST,11097.0,FID: 107078,Järn,Oljonsbyn,,Orsa socken,Dalarna,Sverige,,,Historiska museet,Tveeggat svärd - 26,https://samlingar.shm.se/object/AA5DEF92-F4F2-415B-9692-23A3080DA041,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,107078_HST,,11097.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=11097,,1900.0,"Plats: Oljonsbyn, Socken: Orsa socken, Kommun: Orsa kommun, Landskap: Dalarna, Land: Sverige",,,,,,,61.0969206,14.6608589,46.3144754,11.0480288,Double-edged sword,107078_HST,FID: 107078,Iron,Oljonsbyn,,Orsa parish,The valleys,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,107078_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=11097,,"Place: Oljonsbyn, Parish: Orsa parish, Municipality: Orsa municipality, Landscape: Dalarna, Country: Sweden",,,,,,800,1100,,,,,,
Tveeggat svärd,107080_HST,14623.0,Undernummer: 1,Järn,Bjärge,,Vallstena socken,Gotland,Sverige,,,Historiska museet,Tveeggat svärd - 27,https://samlingar.shm.se/object/4C210E52-0EFB-45CC-BD2F-461ADB58CC67,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,107080_HST,,14623.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14623,,1912.0,"Plats: Bjärge, Socken: Vallstena socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,Längd 94 cm  Bredd 8 cm,,57.6222315,18.6201887,46.3144754,11.0480288,Double-edged sword,107080_HST,Subnumber: 1,Iron,Follow up,,Vallstena parish,Gotland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,107080_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14623,,"Place: Bjärge, Parish: Vallstena parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,Length 94 cm Width 8 cm,800,1100,80.0,940.0,,,,
Tveeggat svärd,107087_HST,6001.0,FID: 107087,Järn,Altuna åbotten,,Altuna socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 28,https://samlingar.shm.se/object/F36E08BC-1A64-4989-A579-FF261D5DDA70,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,107087_HST,,6001.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6001,,1877.0,"Plats: Altuna åbotten, Socken: Altuna socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 914 mm  Bredd 93 mm,,,,46.3144754,11.0480288,Double-edged sword,107087_HST,FID: 107087,Iron,High in åbotten,,High socks,Hinterland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,107087_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6001,,"Place: Altuna åbotten, Parish: Altuna parish, Municipality: Enköping municipality, Landscape: Uppland, Country: Sweden",,,,,Length 914 mm Width 93 mm,800,1100,93.0,914.0,,,,
Svärd Petersen H/I,107089_HST,19380.0,FID: 107089,Järn,Skuttunge,,Skuttunge socken,Uppland,Sverige,,,Historiska museet,Svärd Petersen H/I - 29,https://samlingar.shm.se/object/29BADA5A-489F-4956-AD84-B55D82FFC4A8,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,107089_HST,,19380.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=19380,,1930.0,"Plats: Skuttunge, Fastighet: Skuttunge nr 1, Socken: Skuttunge socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 760 mm  Bredd 100 mm,,59.9948627,17.5043379,46.3144754,11.0480288,Sword Petersen H/I,107089_HST,FID: 107089,Iron,Skuttunge,,Skuttunge socks,Hinterland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,107089_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=19380,,"Place: Skuttunge, Property: Skuttunge no. 1, Parish: Skuttunge parish, Municipality: Uppsala municipality, Landscape: Uppland, Country: Sweden",,,,,Length 760 mm Width 100 mm,800,1100,100.0,760.0,,,,
Pilspets,8228_HST,30301.0,FID: 8228,Järn,Överhogdal,,Överhogdal socken,Härjedalen,Sverige,,,Historiska museet,Pilspets - 30,https://samlingar.shm.se/object/55078CEA-4771-471C-9279-ED7FA3536357,Vapen  Arkeologisk samling  Vapen och rustningar,1.0,800 – 1100,Vikingatid,8228_HST,,30301.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=30301,,1975.0,"Plats: Överhogdal, Socken: Överhogdal socken, Kommun: Härjedalen kommun, Landskap: Härjedalen, Land: Sverige",,,,,Bredd 18 mm  Längd 167 mm  Tjocklek 4 mm  Längd 167 mm  Bredd 18 mm  Tjocklek 4 mm  + Visa 1 till,,62.2792614,14.8073471,46.3144754,11.0480288,Pilspets,8228_HST,FID: 8228,Iron,Overhogdal,,Overhogdal parish,Härjedalen,Sweden,,,Weapons Archaeological collection Weapons and armor,800 – 1100,Viking age,8228_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=30301,,"Place: Överhogdal, Parish: Överhogdal parish, Municipality: Härjedalen municipality, Landscape: Härjedalen, Country: Sweden",,,,,Width 18 mm Length 167 mm Thickness 4 mm Length 167 mm Width 18 mm Thickness 4 mm + Show 1 more,800,1100,18.0,167.0,4.0,,,
Svärd,94759_HST,17343.0,Undernummer: 2200,Järn,Nässeved,,Undersåker socken,Jämtland,Sverige,,,Historiska museet,Svärd - 31,https://samlingar.shm.se/object/61E6D5D4-99CE-46CA-87CB-D32B897A1E08,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,94759_HST,,17343.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,1923.0,"Plats: Nässeved, Fastighet: Hjerpen, Socken: Undersåker socken, Kommun: Åre kommun, Landskap: Jämtland, Land: Sverige",,,,,Längd 750 mm  Längd 20 mm  Bredd 120 mm  Tjocklek 23 mm,,,,46.3144754,11.0480288,Sword,94759_HST,Subnumber: 2200,Iron,Nässeved,,Investigating the parish,Jamtland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,94759_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,"Place: Nässeved, Property: Hjerpen, Parish: Undersåker parish, Municipality: Åre municipality, Landscape: Jämtland, Country: Sweden",,,,,Length 750 mm Length 20 mm Width 120 mm Thickness 23 mm,800,1100,120.0,750.0,23.0,,,
Piksporre,181399_HST,34000.0,Undernummer: Bj 736,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,736,Historiska museet,Piksporre - 32,https://samlingar.shm.se/object/56A8449C-8675-4DF2-8FDB-F9447237E3AC,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,181399_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Hög, Grav: 736",Bj 736,"Stolpe, Hjalmar",1879,,2.0,,,,,Cock spur,181399_HST,Subnumber: Bj 736,"Iron, Bronze","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,736,Weapons and armor Archaeological collection,800 – 1100,Viking age,181399_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, High, Grave: 736",Bj 736,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Sporre,181400_HST,34000.0,Undernummer: Bj 708,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,708,Historiska museet,Sporre - 33,https://samlingar.shm.se/object/8457E650-F9F6-4F36-B29A-58F331641334,Vapen och rustningar  Arkeologisk samling,2.0,800 – 1100,Vikingatid,181400_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 708",Bj 708,"Stolpe, Hjalmar",1879,,3.0,,,,,Spur,181400_HST,Subnumber: Bj 708,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,708,Weapons and armor Archaeological collection,800 – 1100,Viking age,181400_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 708",Bj 708,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Svärd Petersen E,181290_HST,8276.0,FID: 181290,Järn,Vik,L1951:8901,Järvsö socken,Hälsingland,Sverige,,,Historiska museet,Svärd Petersen E - 34,https://samlingar.shm.se/object/AFD0CCF1-9161-42D2-8A89-270C199AEBCD,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,181290_HST,,8276.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=8276,,1888.0,"Plats: Vik, Fornlämning: L1951:8901, Fastighet: Vik nr 4, Socken: Järvsö socken, Kommun: Ljusdal kommun, Landskap: Hälsingland, Land: Sverige",,,,,Längd 99 cm  Bredd 10 cm,,61.034966350000005,6.594105058640873,46.3144754,11.0480288,Svard Petersen E,181290_HST,FID: 181290,Iron,Vik,L1951:8901,Järvsö parish,Hälsingland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,181290_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=8276,,"Place: Vik, Ancient site: L1951:8901, Property: Vik no. 4, Parish: Järvsö parish, Municipality: Ljusdal municipality, Landscape: Hälsingland, Country: Sweden",,,,,Length 99 cm Width 10 cm,800,1100,100.0,990.0,,,,
Rundsköld,181493_HST,34000.0,Undernummer: Bj 581,"Järn, Textil","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,581,Historiska museet,Rundsköld - 35,https://samlingar.shm.se/object/B6B56454-0844-4251-AF25-78D5FF210DE7,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,181493_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 581",Bj 581,"Stolpe, Hjalmar",1878,Diameter 135 mm  Höjd 63 mm,,,,,,Round shield,181493_HST,Subnumber: Bj 581,"Iron, Textile","Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,581,Weapons and armor Archaeological collection,800 – 1100,Viking age,181493_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 581",Bj 581,"Stolpe, Hjalmar",1878,Diameter 135 mm Height 63 mm,800,1100,,,,135.0,,1878.0
Svärd Petersen H/I,181494_HST,34000.0,Undernummer: Bj 850,"Järn, Mässing","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,850,Historiska museet,Svärd Petersen H/I - 36,https://samlingar.shm.se/object/0C52CFB3-6CD5-40A4-BE78-B33BD45AD7F4,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,181494_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 850",Bj 850,"Stolpe, Hjalmar",,,2.0,,,,,Sword Petersen H/I,181494_HST,Subnumber: Bj 850,"Iron, Brass","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,850,Weapons and armor Archaeological collection,800 – 1100,Viking age,181494_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 850",Bj 850,"Stolpe, Hjalmar",,,800,1100,,,,,,
Spjut,181496_HST,34000.0,Undernummer: Bj 1098,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1098,Historiska museet,Spjut - 37,https://samlingar.shm.se/object/16885CB4-3C86-4099-BF2A-B13F71DD90CB,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,181496_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Flatmarksgrav: 1098",Bj 1098,"Stolpe, Hjalmar",1881,,,,,,,Spear,181496_HST,Subnumber: Bj 1098,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Skelettgrav,1098,Weapons and armor Archaeological collection,800 – 1100,Viking age,181496_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Skeletal grave, Grave, Flatmark grave: 1098",Bj 1098,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Spjut,123305_HST,34000.0,Undernummer: Bj 834,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Spjut - 38,https://samlingar.shm.se/object/6B6404B7-E15C-4342-A311-AD955D3A35E9,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,123305_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",Bj 834,"Stolpe, Hjalmar",1879,,,,,,,Spear,123305_HST,Subnumber: Bj 834,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,834,Weapons and armor Archaeological collection,800 – 1100,Viking age,123305_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 834",Bj 834,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Svärd,145676_HST,6214.0,FID: 145676,Silver,Ätran,,Falkenberg socken,Halland,Sverige,,,Historiska museet,Svärd - 39,https://samlingar.shm.se/object/71A0DFE9-5D5D-438D-B10D-AA27A0A7CCCD,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,145676_HST,,6214.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6214,Gåva,1878.0,"Plats: Ätran, Socken: Falkenberg socken, Kommun: Falkenberg kommun, Landskap: Halland, Land: Sverige",,,,,,,57.5042071,13.1208047,46.3144754,11.0480288,Sword,145676_HST,FID: 145676,Silver,The eating,,Falkenberg parish,Halland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,145676_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6214,Gift,"Place: Ätran, Parish: Falkenberg parish, Municipality: Falkenberg municipality, Landscape: Halland, Country: Sweden",,,,,,800,1100,,,,,,
Miniatyr spjutspets,181770_HST,34000.0,Undernummer: Bj 944,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Miniatyr spjutspets - 40,https://samlingar.shm.se/object/8819C0E5-E688-4924-8AB2-97973A656DF7,Religion och kult  Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,181770_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,,1.0,,,,,Miniature spearhead,181770_HST,Subnumber: Bj 944,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,944,Religion and cult Weapons and armor Archaeological collection,800 – 1100,Viking age,181770_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Mound: 944",Bj 944,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
