Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Storlek_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Omnämns i katalog_translated,Fyndplats_translated,Arkeologisk kontext_translated,Förvärvsmetod_translated,Kontextnamn_translated,Historisk plats_translated,Undersökare_translated,Undersökningsår_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Barr,148_HST,33758.0,Undernummer: 213,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 88,https://samlingar.shm.se/object/DD792FC6-35A5-40AD-998C-D3CD1453806D,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 92.6 g  Längd 90 mm  Bredd 14 mm  Tjocklek 12 mm,1.0,800 – 1100,Vikingatid,148_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,148_HST,Subnumber: 213,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 92.6 g Length 90 mm Width 14 mm Thickness 12 mm,800 – 1100,Viking age,148_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,14.0,90.0,12.0,,92.6,
Permisk halsring,183_HST,33758.0,Undernummer: 396,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 89,https://samlingar.shm.se/object/006BB886-232A-4C3C-A2DC-22B0FF3C4C5B,Handel och värdemätare  Arkeologisk samling,Vikt 70 g  Diameter 74 mm  Bredd 6.5 mm  Tjocklek 5.5 mm,1.0,800 – 1100,Vikingatid,183_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,183_HST,Subnumber: 396,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 70 g Diameter 74 mm Width 6.5 mm Thickness 5.5 mm,800 – 1100,Viking age,183_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,6.5,,5.5,74.0,70.0,
Armbygel,190_HST,33758.0,Undernummer: 403,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Armbygel - 90,https://samlingar.shm.se/object/131A599A-BEBF-465D-B2E5-C3FC1775F167,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 68.5 g  Diameter 72 mm  Bredd 10 mm  Tjocklek 10 mm  Längd 47 mm  Diameter 4 mm  + Visa 1 till,1.0,800 – 1100,Vikingatid,190_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Arm brace,190_HST,Subnumber: 403,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,Weight 68.5 g Diameter 72 mm Width 10 mm Thickness 10 mm Length 47 mm Diameter 4 mm + Show 1 more,800 – 1100,Viking age,190_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,10.0,47.0,10.0,72.0,68.5,
spiralring,239_HST,33758.0,Undernummer: 454,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 91,https://samlingar.shm.se/object/3B37E24F-101C-41BC-99EF-560613264F35,Handel och värdemätare  Arkeologisk samling,Vikt 83 g  Diameter 68 mm  Bredd 4 mm  Tjocklek 4 mm,1.0,800 – 1100,Vikingatid,239_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,239_HST,Subnumber: 454,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 83 g Diameter 68 mm Width 4 mm Thickness 4 mm,800 – 1100,Viking age,239_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,4.0,,4.0,68.0,83.0,
Konglomerat,240_HST,33758.0,Undernummer: 455,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Konglomerat - 92,https://samlingar.shm.se/object/7D12A7FD-E23E-4EA6-A284-E4CD166426D4,Handel och värdemätare  Arkeologisk samling,Vikt 77.5 g  Diameter 54 mm  Bredd 5 mm,1.0,800 – 1100,Vikingatid,240_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Conglomerate,240_HST,Subnumber: 455,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 77.5 g Diameter 54 mm Width 5 mm,800 – 1100,Viking age,240_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,5.0,,,54.0,77.5,
Permisk halsring,241_HST,33758.0,Undernummer: 456,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 93,https://samlingar.shm.se/object/3DC2764C-D443-4123-B462-91AEBC60F94D,Handel och värdemätare  Arkeologisk samling,Vikt 101 g  Diameter 75 mm  Diameter 5 mm,1.0,800 – 1100,Vikingatid,241_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,241_HST,Subnumber: 456,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 101 g Diameter 75 mm Diameter 5 mm,800 – 1100,Viking age,241_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,,,,75.0,101.0,
spiralring,242_HST,33758.0,Undernummer: 457,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 94,https://samlingar.shm.se/object/CE4F846C-3786-441F-9986-41B1929A1DB4,Handel och värdemätare  Arkeologisk samling,Vikt 43 g  Diameter 59 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1.0,800 – 1100,Vikingatid,242_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,242_HST,Subnumber: 457,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 43 g Diameter 59 mm Width 4.5 mm Thickness 4.5 mm,800 – 1100,Viking age,242_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,4.5,,4.5,59.0,43.0,
spiralring,808_HST,33759.0,Undernummer: 58,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 95,https://samlingar.shm.se/object/FFFB8BFF-ADB4-40E7-8CA4-C0214E43F6A3,Handel och värdemätare  Arkeologisk samling,Vikt 98.68 g  Diameter 75 mm  Bredd 4 mm  Tjocklek 4 mm,1.0,800 – 1100,Vikingatid,808_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,808_HST,Subnumber: 58,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 98.68 g Diameter 75 mm Width 4 mm Thickness 4 mm,800 – 1100,Viking age,808_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,4.0,,4.0,75.0,98.68,
spiralring,825_HST,33759.0,Undernummer: 87,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 96,https://samlingar.shm.se/object/CCF5EB95-5F2B-4108-847B-98A5C76F8ABF,Handel och värdemätare  Arkeologisk samling,Vikt 176.6 g  Diameter 80 mm  Bredd 6.5 mm  Tjocklek 7 mm,1.0,800 – 1100,Vikingatid,825_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,825_HST,Subnumber: 87,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 176.6 g Diameter 80 mm Width 6.5 mm Thickness 7 mm,800 – 1100,Viking age,825_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,6.5,,7.0,80.0,176.6,
Konglomerat,859_HST,33759.0,Undernummer: 153,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 97,https://samlingar.shm.se/object/F8EE03E8-28C8-413E-9E31-EFA8D1C1ECB5,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 43.49 g  Diameter 47 mm  Diameter 30.5 mm,,800 – 1100,Vikingatid,859_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,Conglomerate,859_HST,Subnumber: 153,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,Weight 43.49 g Diameter 47 mm Diameter 30.5 mm,800 – 1100,Viking age,859_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,,,,47.0,43.49,
Permisk halsring,891_HST,33759.0,Undernummer: 203,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 98,https://samlingar.shm.se/object/ECB757FD-0688-4249-AE08-8C6BBF3376ED,Handel och värdemätare  Arkeologisk samling,Vikt 95.87 g  Diameter 72 mm  Diameter 5 mm,1.0,800 – 1100,Vikingatid,891_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,891_HST,Subnumber: 203,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 95.87 g Diameter 72 mm Diameter 5 mm,800 – 1100,Viking age,891_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,,,,72.0,95.87,
spiralring,926_HST,33759.0,Undernummer: 255,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 99,https://samlingar.shm.se/object/8B0C3D38-3355-4590-93A4-49EDDB86E8AE,Handel och värdemätare  Arkeologisk samling,Vikt 82.59 g  Diameter 68 mm  Bredd 4 mm  Tjocklek 4 mm,1.0,800 – 1100,Vikingatid,926_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,926_HST,Subnumber: 255,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 82.59 g Diameter 68 mm Width 4 mm Thickness 4 mm,800 – 1100,Viking age,926_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,4.0,,4.0,68.0,82.59,
spiralring,974_HST,33759.0,Undernummer: 314,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 100,https://samlingar.shm.se/object/1413D8D4-DD5A-4DCF-B36D-6D4637323FF6,Handel och värdemätare  Arkeologisk samling,Vikt 43.12 g  Bredd 5 mm  Tjocklek 4.5 mm,1.0,800 – 1100,Vikingatid,974_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,974_HST,Subnumber: 314,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 43.12 g Width 5 mm Thickness 4.5 mm,800 – 1100,Viking age,974_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,5.0,,4.5,,43.12,
Permisk halsring,992_HST,33759.0,Undernummer: 342,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 101,https://samlingar.shm.se/object/65B8BDEF-EAB8-4C9A-BA51-F6960FDA1CEC,Handel och värdemätare  Arkeologisk samling,Vikt 42.81 g  Diameter 67 mm  Diameter 4 mm,1.0,800 – 1100,Vikingatid,992_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,992_HST,Subnumber: 342,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 42.81 g Diameter 67 mm Diameter 4 mm,800 – 1100,Viking age,992_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,,,,67.0,42.81,
spiralten,1009_HST,33759.0,Undernummer: 360,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralten - 102,https://samlingar.shm.se/object/C1D124EC-24C6-41CF-AAC3-5C6E73BA27DD,Handel och värdemätare  Arkeologisk samling,Vikt 101 g  Diameter 72 mm  Bredd 5 mm  Tjocklek 4.5 mm,1.0,800 – 1100,Vikingatid,1009_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiraled,1009_HST,Subnumber: 360,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 101 g Diameter 72 mm Width 5 mm Thickness 4.5 mm,800 – 1100,Viking age,1009_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,5.0,,4.5,72.0,101.0,
Permisk halsring,1010_HST,33759.0,Undernummer: 361,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 103,https://samlingar.shm.se/object/98A6108D-D2F7-47EB-B484-F33E4116DC14,Handel och värdemätare  Arkeologisk samling,Vikt 60 g  Diameter 68 mm  Diameter 4.5 mm,1.0,800 – 1100,Vikingatid,1010_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,1010_HST,Subnumber: 361,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 60 g Diameter 68 mm Diameter 4.5 mm,800 – 1100,Viking age,1010_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,,,,68.0,60.0,
spiralring,1041_HST,33759.0,Undernummer: 416,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 104,https://samlingar.shm.se/object/5DF87109-7706-46BA-8DF6-97F789A42B48,Handel och värdemätare  Arkeologisk samling,Vikt 96.5 g  Diameter 63 mm  Bredd 5.5 mm  Tjocklek 5.5 mm,1.0,800 – 1100,Vikingatid,1041_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,1041_HST,Subnumber: 416,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 96.5 g Diameter 63 mm Width 5.5 mm Thickness 5.5 mm,800 – 1100,Viking age,1041_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,5.5,,5.5,63.0,96.5,
